latitude longitude altitude speed bearing time
-22.89623315 -47.06731871 676.2 1.600000023841858 31.799999237060547 1.319713041E12
-22.896227 -47.06731824 676.1 1.399999976158142 35.20000076293945 1.319713042E12
-22.8962131 -47.06732469 676.2 1.2999999523162842 28.600000381469727 1.319713043E12
-22.89620169 -47.06731702 676.0 1.2999999523162842 32.0 1.319713044E12
-22.8961892 -47.06727405 675.3 1.7000000476837158 45.900001525878906 1.319713045E12
-22.89619434 -47.06726896 675.3 1.600000023841858 45.29999923706055 1.319713046E12
-22.89618397 -47.06725037 675.2 1.5 43.400001525878906 1.319713047E12
-22.89618269 -47.06724843 672.2 1.100000023841858 37.400001525878906 1.319713048E12
-22.89617604 -47.06723022 672.1 1.100000023841858 41.5 1.319713049E12
-22.89616506 -47.0672129 672.0 1.100000023841858 47.70000076293945 1.31971305E12
-22.89615628 -47.06720266 672.0 1.100000023841858 46.70000076293945 1.319713051E12
-22.89614429 -47.06718354 672.3 1.2000000476837158 49.0 1.319713052E12
-22.8961267 -47.06716763 673.1 1.5 42.599998474121094 1.319713053E12
-22.89611044 -47.06715393 673.2 1.5 40.70000076293945 1.319713054E12
-22.89609529 -47.06713945 673.0 1.600000023841858 40.099998474121094 1.319713055E12
-22.89608702 -47.06713882 672.9 1.5 37.599998474121094 1.319713056E12
-22.89607084 -47.06711788 673.4 1.600000023841858 41.900001525878906 1.319713057E12
-22.89606 -47.06710562 673.7 1.600000023841858 41.099998474121094 1.319713058E12
-22.89604232 -47.06709658 673.4 1.600000023841858 37.400001525878906 1.319713059E12
-22.89602684 -47.06708395 673.0 1.7000000476837158 37.599998474121094 1.31971306E12
-22.89600955 -47.06707415 673.1 1.7999999523162842 34.20000076293945 1.319713061E12
-22.89599575 -47.06707274 673.1 1.7000000476837158 30.399999618530273 1.319713062E12
-22.89599227 -47.06706377 673.2 1.600000023841858 38.29999923706055 1.319713063E12
-22.89596613 -47.06706923 673.6 1.5 31.200000762939453 1.319713064E12
-22.89594569 -47.06707052 674.3 1.2999999523162842 31.600000381469727 1.319713065E12
-22.89593028 -47.06703852 675.6 1.5 50.20000076293945 1.319713066E12
-22.89591836 -47.06703202 675.6 1.5 48.5 1.319713067E12
-22.89591877 -47.06702308 674.9 1.399999976158142 44.400001525878906 1.319713068E12
-22.89592065 -47.06704176 668.7 0.6000000238418579 44.400001525878906 1.319713069E12
-22.89591202 -47.06704502 666.7 0.4000000059604645 44.400001525878906 1.31971307E12
-22.89590706 -47.06704764 665.9 0.4000000059604645 44.400001525878906 1.319713071E12
-22.89589771 -47.06703356 668.2 1.600000023841858 40.099998474121094 1.319713072E12
-22.89588332 -47.06702039 667.8 1.600000023841858 38.70000076293945 1.319713073E12
-22.89587382 -47.06701795 668.2 1.5 38.0 1.319713074E12
-22.89586482 -47.06700835 668.2 1.5 40.29999923706055 1.319713075E12
-22.89585694 -47.06700064 668.0 1.2999999523162842 44.099998474121094 1.319713076E12
-22.89584903 -47.06698466 667.9 1.2999999523162842 55.29999923706055 1.319713077E12
-22.8958491 -47.06697358 667.8 1.2999999523162842 65.0999984741211 1.319713078E12
-22.89585351 -47.06696071 667.3 1.100000023841858 78.80000305175781 1.319713079E12
-22.89586331 -47.06696433 666.1 0.800000011920929 88.30000305175781 1.31971308E12
-22.89587161 -47.06695343 665.2 0.8999999761581421 97.0999984741211 1.319713081E12
-22.89587163 -47.0669216 664.0 1.100000023841858 92.4000015258789 1.319713082E12
-22.89587777 -47.06691754 663.2 0.8999999761581421 90.69999694824219 1.319713083E12
-22.89589564 -47.06690243 661.9 1.0 99.4000015258789 1.319713084E12
-22.89590228 -47.06690118 661.3 0.8999999761581421 104.4000015258789 1.319713085E12
-22.89591311 -47.06688833 660.9 1.0 112.4000015258789 1.319713086E12
-22.89592022 -47.06687615 660.5 0.8999999761581421 110.5 1.319713087E12
-22.89592919 -47.06686877 660.3 0.800000011920929 108.0 1.319713088E12
-22.89593627 -47.06684841 659.9 1.0 108.30000305175781 1.319713089E12
-22.89595279 -47.06683639 659.8 1.100000023841858 119.5 1.31971309E12
-22.89595908 -47.06682436 660.0 1.2000000476837158 120.4000015258789 1.319713091E12
-22.89595436 -47.0668032 660.2 1.2000000476837158 109.0999984741211 1.319713092E12
-22.89596801 -47.06679371 660.0 1.2000000476837158 111.19999694824219 1.319713093E12
-22.89597809 -47.06678869 659.8 1.100000023841858 108.5999984741211 1.319713094E12
-22.89599406 -47.06677035 659.6 1.2999999523162842 114.80000305175781 1.319713095E12
-22.89599601 -47.06675002 659.3 1.2999999523162842 114.4000015258789 1.319713096E12
-22.89600378 -47.06672664 658.7 1.2999999523162842 115.5999984741211 1.319713097E12
-22.89599609 -47.06669585 658.0 1.2000000476837158 110.19999694824219 1.319713098E12
-22.89600425 -47.06667214 657.4 1.2000000476837158 112.5 1.319713099E12
-22.89601736 -47.06667022 656.9 1.100000023841858 118.5999984741211 1.3197131E12
-22.89601802 -47.06666098 656.9 1.0 119.5999984741211 1.319713101E12
-22.89601877 -47.06663838 656.9 1.2000000476837158 112.80000305175781 1.319713102E12
