    latitude   longitude altitude speed bearing accuracy    timestamp
-22,89905051-47,07212073    670,1   0,6   308,3     12,01320783239000
-22,89905532-47,07213510    671,0   0,3   308,3     12,01320783240000
-22,89903697-47,07212695    671,9   0,7   308,3     16,01320783241000
-22,89902849-47,07214111    672,0   0,6   308,3     16,01320783242000
-22,89902280-47,07214578    672,1   0,8   349,6     16,01320783243000
-22,89902240-47,07215065    671,7   0,0   349,6     16,01320783244000
-22,89902756-47,07215046    671,7   0,0   349,6     16,01320783245000
-22,89902612-47,07215655    671,8   0,0   349,6     16,01320783246000
-22,89902331-47,07215544    300,9   0,0   349,6     16,01320783247000
-22,89902093-47,07216033    672,3   0,0   349,6     16,01320783248000
-22,89901538-47,07215896    672,5   0,0   349,6     16,01320783249000
-22,89901069-47,07215982    672,5   0,8   350,4     16,01320783250000
-22,89896039-47,07215654    673,7   1,2    10,1     16,01320783251000
-22,89893719-47,07216790    674,3   1,0     5,8     16,01320783252000
-22,89892130-47,07217595    674,5   0,9     0,4     16,01320783253000
-22,89890015-47,07218118    675,1   1,0   351,9     16,01320783254000
-22,89887781-47,07217252    675,2   1,2     0,2     16,01320783255000
-22,89885454-47,07217435    675,6   1,3   354,9     16,01320783256000
-22,89883893-47,07217914    675,6   1,1   350,0     16,01320783257000
-22,89881598-47,07218152    676,0   1,1   350,8     16,01320783258000
-22,89880587-47,07220209    676,1   1,0   335,9     16,01320783259000
-22,89877955-47,07222213    676,3   1,1   329,5     16,01320783260000
-22,89876881-47,07222836    676,6   1,0   321,2     16,01320783261000
-22,89875054-47,07222514    676,8   1,3   328,6     16,01320783262000
-22,89873825-47,07223221    676,9   1,2   327,1     16,01320783263000
-22,89871307-47,07222415    676,8   1,1   341,5     16,01320783264000
-22,89870345-47,07222992    676,6   0,7   329,0     16,01320783265000
-22,89869735-47,07224005    676,7   0,8   325,8     16,01320783266000
-22,89868610-47,07225255    677,0   1,1   326,0     16,01320783267000
-22,89867432-47,07226166    677,0   1,2   327,6     12,01320783268000
-22,89866590-47,07228814    677,7   1,3   322,0     12,01320783269000
-22,89865824-47,07230034    678,0   1,3   320,9     12,01320783270000
-22,89864516-47,07229962    678,7   1,2   325,9     12,01320783271000
-22,89863014-47,07230871    678,9   0,0   325,9     12,01320783272000
-22,89863130-47,07231175    678,7   0,0   325,9     12,01320783273000
-22,89862810-47,07231206    678,5   0,0   325,9     12,01320783274000
-22,89862130-47,07231530    678,3   1,3   336,2     12,01320783275000
-22,89860405-47,07232082    677,3   1,3   336,9     12,01320783276000
-22,89858930-47,07232025    677,3   1,3   342,6     12,01320783277000
-22,89857729-47,07232133    676,9   1,3   341,7     12,01320783278000
-22,89856135-47,07233332    676,6   1,2   328,2     12,01320783279000
-22,89854712-47,07234102    676,6   1,2   328,5     12,01320783280000
-22,89852720-47,07235124    676,1   1,1   331,5     12,01320783281000
-22,89850195-47,07236227    675,2   1,3   338,2     12,01320783282000
-22,89850089-47,07238003    675,1   1,0   324,6     12,01320783283000
-22,89847489-47,07239652    675,1   1,3   327,2      8,01320783284000
-22,89845771-47,07240643    676,3   1,4   329,1      8,01320783285000
-22,89843946-47,07241903    675,6   1,5   321,8      8,01320783286000
-22,89843763-47,07243558    676,5   1,4   313,4      6,01320783287000
-22,89844733-47,07245245    675,5   1,2   275,5      6,01320783288000
-22,89844457-47,07247118    675,2   0,8   286,5      4,01320783289000
-22,89845288-47,07248610    674,7   1,0   281,0      4,01320783290000
-22,89843947-47,07251158    675,4   1,7   294,5      4,01320783291000
-22,89842470-47,07252816    675,8   1,6   294,7      6,01320783292000
-22,89841331-47,07254364    675,9   1,5   297,5      6,01320783293000
-22,89840535-47,07256257    676,5   1,5   295,7      6,01320783294000
-22,89839730-47,07257685    677,1   1,4   297,2      6,01320783295000
-22,89839228-47,07259019    676,9   1,6   283,9      4,01320783296000
-22,89839346-47,07261297    677,4   1,2   264,4      4,01320783297000
-22,89838140-47,07262537    678,2   1,6   306,8      4,01320783298000
-22,89837138-47,07263427    678,1   1,6   306,0      4,01320783299000
