    latitude   longitude altitude speed bearing accuracy    timestamp
-21,98037287-47,88622292    842,0   7,3   199,0      3,01321641428000
-21,98048302-47,88623620    842,4   7,3   186,4      4,01321641430000
-21,98056160-47,88624960    841,3   8,1   187,2      4,01321641431000
-21,98063667-47,88628409    841,4   8,5   202,3      4,01321641432000
-21,98071529-47,88632325    841,5   8,7   206,1      4,01321641433000
-21,98078519-47,88638655    841,5   9,0   216,6      6,01321641434000
-21,98083580-47,88645815    840,9   8,8   226,4      6,01321641435000
-21,98084220-47,88655316    840,3   8,5   246,0      6,01321641436000
-21,98080906-47,88668273    839,5   9,6   268,3      6,01321641437000
-21,98075723-47,88679674    839,2  10,3   282,6      6,01321641438000
-21,98067999-47,88688566    837,9  10,5   297,4      4,01321641439000
-21,98063786-47,88698186    837,4  10,1   294,6      6,01321641440000
-21,98063091-47,88707445    837,6   9,4   282,9      6,01321641441000
-21,98074196-47,88715390    836,3  10,4   234,1      4,01321641442000
-21,98080867-47,88722675    835,9  11,1   224,0      4,01321641443000
-21,98087322-47,88731450    835,1  11,3   229,9      4,01321641444000
-21,98093199-47,88740649    835,3  11,4   234,4      4,01321641445000
-21,98094400-47,88752674    835,7  11,6   253,6      4,01321641446000
-21,98096619-47,88764003    835,7  11,8   255,0      4,01321641447000
-21,98098737-47,88775484    835,4  12,0   257,0      4,01321641448000
-21,98100712-47,88787366    835,4  12,1   258,5      4,01321641449000
-21,98102341-47,88798808    835,4  12,1   259,8      4,01321641450000
-21,98102659-47,88810473    835,2  12,0   263,6      4,01321641451000
-21,98097095-47,88821624    835,2  12,1   280,2      4,01321641452000
-21,98094656-47,88833108    836,0  12,1   282,1      4,01321641453000
-21,98093131-47,88844423    836,6  12,0   280,3      4,01321641454000
-21,98092821-47,88856242    837,2  11,8   274,9      4,01321641455000
-21,98098003-47,88865904    839,2  11,0   256,8      4,01321641456000
-21,98100812-47,88874489    839,6  10,1   252,4      4,01321641457000
-21,98107481-47,88879321    839,6   8,8   228,9      4,01321641458000
-21,98113633-47,88884309    839,5   8,3   219,8      4,01321641459000
-21,98122135-47,88884142    838,9   8,3   189,5      4,01321641460000
-21,98129460-47,88881821    838,8   8,3   165,9      4,01321641461000
-21,98135677-47,88876545    838,8   8,5   141,4      4,01321641462000
-21,98141678-47,88870826    838,3   8,7   134,7      4,01321641463000
-21,98145096-47,88862425    838,5   9,0   121,7      4,01321641464000
-21,98145212-47,88852626    838,4   9,2   105,6      6,01321641465000
-21,98141141-47,88842050    837,9  10,0    84,9      4,01321641466000
-21,98140146-47,88831827    837,5  10,1    84,7      4,01321641467000
-21,98140200-47,88822090    837,2   9,9    88,8      4,01321641468000
-21,98141683-47,88812243    836,1  10,0    99,0      4,01321641469000
-21,98145785-47,88803258    834,7  10,1   114,2      4,01321641470000
-21,98153357-47,88796113    833,8  11,0   133,9      4,01321641471000
-21,98163203-47,88791201    832,2  11,8   152,1      4,01321641472000
-21,98174807-47,88786948    831,4  13,3   161,1      4,01321641473000
-21,98187684-47,88782963    830,7  14,8   164,3      4,01321641474000
-21,98201709-47,88779280    829,2  15,6   166,0      4,01321641475000
-21,98216567-47,88775188    828,6  16,7   166,2      4,01321641476000
-21,98232068-47,88770801    827,8  17,2   166,0      4,01321641477000
-21,98247526-47,88766777    827,1  17,3   166,0      4,01321641478000
-21,98263028-47,88762108    826,5  17,7   165,5      4,01321641479000
-21,98278863-47,88757641    825,8  18,1   165,2      4,01321641480000
-21,98295129-47,88753036    825,2  18,3   165,3      4,01321641481000
-21,98310644-47,88748524    824,8  18,2   165,2      4,01321641482000
-21,98326201-47,88744212    825,1  18,0   165,5      4,01321641483000
-21,98341345-47,88739609    825,4  17,8   165,1      4,01321641484000
-21,98355637-47,88735142    825,4  17,3   164,9      4,01321641485000
-21,98370487-47,88731519    825,7  17,1   165,8      4,01321641486000
-21,98384181-47,88727015    825,9  17,0   164,8      4,01321641487000
-21,98399531-47,88722525    826,1  17,1   164,6      4,01321641488000
-21,98413711-47,88718749    825,7  16,6   165,3      4,01321641489000
-21,98427568-47,88715012    826,0  16,1   166,3      4,01321641490000
-21,98441820-47,88711725    826,1  16,0   167,7      6,01321641491000
-21,98457035-47,88710050    826,2  16,3   170,2      6,01321641492000
-21,98472758-47,88707777    826,2  16,7   171,9      6,01321641493000
-21,98489799-47,88708625    825,5  18,0   176,7      4,01321641494000
-21,98506425-47,88709256    825,2  18,8   179,7      4,01321641495000
-21,98522694-47,88709573    825,6  19,3   181,6      4,01321641496000
-21,98540742-47,88710557    825,6  19,3   183,2      4,01321641497000
-21,98558653-47,88712680    825,7  19,6   185,0      4,01321641498000
-21,98577690-47,88715646    825,1  20,6   187,6      4,01321641499000
-21,98596214-47,88718417    824,8  20,7   188,4      4,01321641500000
-21,98615450-47,88721584    824,6  21,0   189,5      4,01321641501000
-21,98634414-47,88725638    824,1  21,3   191,7      6,01321641502000
-21,98653293-47,88731513    824,2  21,5   194,2      6,01321641503000
-21,98673443-47,88739698    823,7  22,3   197,6      4,01321641504000
-21,98692947-47,88746843    823,6  22,5   198,1      4,01321641505000
-21,98711870-47,88754479    823,9  22,6   198,8      4,01321641506000
-21,98731516-47,88762095    824,2  22,7   199,0      4,01321641507000
-21,98751276-47,88770043    824,9  22,7   199,1      4,01321641508000
-21,98770710-47,88777263    825,4  22,6   199,0      4,01321641509000
-21,98789686-47,88784215    826,1  22,5   198,8      4,01321641510000
-21,98808929-47,88791321    826,4  22,6   198,8      4,01321641511000
-21,98828078-47,88797181    826,8  22,4   198,2      4,01321641512000
-21,98847046-47,88803940    826,8  22,3   198,4      4,01321641513000
-21,98865916-47,88811505    827,2  22,2   198,9      4,01321641514000
-21,98885277-47,88818051    827,1  22,1   198,7      4,01321641515000
-21,98903430-47,88825347    827,3  21,8   199,2      4,01321641516000
-21,98921310-47,88832560    828,0  21,7   199,3      4,01321641517000
-21,98939754-47,88839077    828,4  21,6   198,8      4,01321641518000
-21,98957066-47,88845168    830,6  21,2   198,9      4,01321641519000
-21,98975069-47,88851293    830,2  21,1   198,6      4,01321641520000
-21,98992787-47,88857638    830,1  21,3   198,9      4,01321641521000
-21,99010797-47,88864363    830,8  21,3   199,1      4,01321641522000
-21,99029341-47,88871017    830,5  21,3   199,1      4,01321641523000
-21,99047489-47,88877617    830,5  21,3   199,2      4,01321641524000
