    latitude   longitude altitude speed bearing accuracy    timestamp
-22,97027376-47,00880184    701,4   0,5    33,9     24,01322431905000
-22,97026503-47,00879759    702,6   0,6    33,9     24,01322431906000
-22,97026852-47,00877296    702,3   0,8    81,6     24,01322431907000
-22,97026554-47,00877075    702,5   0,6    81,6     24,01322431908000
-22,97024310-47,00876378    705,6   0,8    58,5     16,01322431909000
-22,97025164-47,00876214    709,4   0,8    61,1     16,01322431910000
-22,97025516-47,00877627    711,0   0,7    54,4     16,01322431911000
-22,97024937-47,00876298    711,0   0,9    62,6     12,01322431912000
-22,97025367-47,00875530    712,9   1,0    61,7     12,01322431913000
-22,97024214-47,00875901    715,3   1,0    53,9     12,01322431914000
-22,97023023-47,00874475    715,4   1,2    53,7     12,01322431915000
-22,97022913-47,00873125    715,8   1,2    53,3     12,01322431916000
-22,97022594-47,00872230    719,5   1,4    52,2      8,01322431917000
-22,97022203-47,00870842    721,3   1,3    55,9      6,01322431918000
-22,97022125-47,00869359    721,0   1,3    57,5      6,01322431919000
-22,97021896-47,00868327    721,6   1,0    62,1      6,01322431920000
-22,97021384-47,00867117    721,4   1,3    64,2      4,01322431921000
-22,97021099-47,00865738    720,4   1,4    67,1      4,01322431922000
-22,97020822-47,00864259    720,7   1,4    75,2      4,01322431923000
-22,97020523-47,00862910    721,2   1,4    76,0      6,01322431924000
-22,97020004-47,00861642    721,9   1,3    72,7      6,01322431925000
-22,97019742-47,00860491    722,0   1,3    71,2      6,01322431926000
-22,97019283-47,00859437    721,9   1,3    66,5      6,01322431927000
-22,97018400-47,00858262    720,8   1,3    64,4      6,01322431928000
-22,97017646-47,00857206    721,2   1,3    63,5      6,01322431929000
-22,97016613-47,00856279    721,2   1,2    59,5      6,01322431930000
-22,97015646-47,00855230    721,2   1,2    57,2      6,01322431931000
-22,97015091-47,00854084    721,1   1,2    59,4      8,01322431932000
-22,97014389-47,00852725    721,3   1,3    62,6      8,01322431933000
-22,97013428-47,00851954    721,2   1,2    60,5      8,01322431934000
-22,97013228-47,00851536    720,8   1,1    60,6      8,01322431935000
-22,97012809-47,00850250    720,7   1,1    66,3      8,01322431936000
-22,97011062-47,00849724    720,5   1,3    44,7      8,01322431937000
-22,97010255-47,00848521    720,3   1,3    49,7     12,01322431938000
-22,97010087-47,00847191    719,9   1,3    54,9     12,01322431939000
-22,97009462-47,00846259    719,7   1,2    53,1     12,01322431940000
-22,97009047-47,00845646    719,5   1,1    52,5     12,01322431941000
-22,97008107-47,00844750    719,4   1,1    48,0     12,01322431942000
-22,97007461-47,00843940    719,0   1,0    42,7      8,01322431943000
-22,97004491-47,00844694    716,4   0,7    20,7      8,01322431945000
-22,97002690-47,00844860    715,4   0,6    20,7      8,01322431946000
